RowID,Date,Year,IndicatorName,IndicatorValue
Inmates in Orleans Parish Prison (daily)3-23-2012,03/23/2012,2012,Inmates in Orleans Parish Prison (daily),2983
Inmates in Orleans Parish Prison (daily)3-24-2012,03/24/2012,2012,Inmates in Orleans Parish Prison (daily),2947
Inmates in Orleans Parish Prison (daily)3-25-2012,03/25/2012,2012,Inmates in Orleans Parish Prison (daily),2935
Inmates in Orleans Parish Prison (daily)3-26-2012,03/26/2012,2012,Inmates in Orleans Parish Prison (daily),2999
Inmates in Orleans Parish Prison (daily)3-27-2012,03/27/2012,2012,Inmates in Orleans Parish Prison (daily),3017
Inmates in Orleans Parish Prison (daily)3-28-2012,03/28/2012,2012,Inmates in Orleans Parish Prison (daily),2937
Inmates in Orleans Parish Prison (daily)3-29-2012,03/29/2012,2012,Inmates in Orleans Parish Prison (daily),2973
Inmates in Orleans Parish Prison (daily)3-30-2012,03/30/2012,2012,Inmates in Orleans Parish Prison (daily),2945
Inmates in Orleans Parish Prison (daily)3-31-2012,03/31/2012,2012,Inmates in Orleans Parish Prison (daily),2969
Inmates in Orleans Parish Prison (daily)4-1-2012,04/01/2012,2012,Inmates in Orleans Parish Prison (daily),2976
Inmates in Orleans Parish Prison (daily)4-2-2012,04/02/2012,2012,Inmates in Orleans Parish Prison (daily),3039
Inmates in Orleans Parish Prison (daily)4-3-2012,04/03/2012,2012,Inmates in Orleans Parish Prison (daily),3035
Inmates in Orleans Parish Prison (daily)4-4-2012,04/04/2012,2012,Inmates in Orleans Parish Prison (daily),2913
Inmates in Orleans Parish Prison (daily)4-5-2012,04/05/2012,2012,Inmates in Orleans Parish Prison (daily),2925
Inmates in Orleans Parish Prison (daily)4-6-2012,04/06/2012,2012,Inmates in Orleans Parish Prison (daily),2869
Inmates in Orleans Parish Prison (daily)4-7-2012,04/07/2012,2012,Inmates in Orleans Parish Prison (daily),2883
Inmates in Orleans Parish Prison (daily)4-8-2012,04/08/2012,2012,Inmates in Orleans Parish Prison (daily),2906
Inmates in Orleans Parish Prison (daily)4-9-2012,04/09/2012,2012,Inmates in Orleans Parish Prison (daily),2975
Inmates in Orleans Parish Prison (daily)4-10-2012,04/10/2012,2012,Inmates in Orleans Parish Prison (daily),3014
Inmates in Orleans Parish Prison (daily)4-11-2012,04/11/2012,2012,Inmates in Orleans Parish Prison (daily),2953
Inmates in Orleans Parish Prison (daily)4-12-2012,04/12/2012,2012,Inmates in Orleans Parish Prison (daily),2974
Inmates in Orleans Parish Prison (daily)4-13-2012,04/13/2012,2012,Inmates in Orleans Parish Prison (daily),2945
Inmates in Orleans Parish Prison (daily)4-14-2012,04/14/2012,2012,Inmates in Orleans Parish Prison (daily),2838
Inmates in Orleans Parish Prison (daily)4-15-2012,04/15/2012,2012,Inmates in Orleans Parish Prison (daily),2825
Inmates in Orleans Parish Prison (daily)4-16-2012,04/16/2012,2012,Inmates in Orleans Parish Prison (daily),2867
Inmates in Orleans Parish Prison (daily)4-17-2012,04/17/2012,2012,Inmates in Orleans Parish Prison (daily),2863
Inmates in Orleans Parish Prison (daily)4-18-2012,04/18/2012,2012,Inmates in Orleans Parish Prison (daily),2748
Inmates in Orleans Parish Prison (daily)4-19-2012,04/19/2012,2012,Inmates in Orleans Parish Prison (daily),2732
Inmates in Orleans Parish Prison (daily)4-20-2012,04/20/2012,2012,Inmates in Orleans Parish Prison (daily),2569
Inmates in Orleans Parish Prison (daily)4-21-2012,04/21/2012,2012,Inmates in Orleans Parish Prison (daily),2596
Inmates in Orleans Parish Prison (daily)4-22-2012,04/22/2012,2012,Inmates in Orleans Parish Prison (daily),2578
Inmates in Orleans Parish Prison (daily)4-23-2012,04/23/2012,2012,Inmates in Orleans Parish Prison (daily),2637
Inmates in Orleans Parish Prison (daily)4-24-2012,04/24/2012,2012,Inmates in Orleans Parish Prison (daily),2659
Inmates in Orleans Parish Prison (daily)4-25-2012,04/25/2012,2012,Inmates in Orleans Parish Prison (daily),2682
Inmates in Orleans Parish Prison (daily)4-26-2012,04/26/2012,2012,Inmates in Orleans Parish Prison (daily),2667
Inmates in Orleans Parish Prison (daily)4-27-2012,04/27/2012,2012,Inmates in Orleans Parish Prison (daily),2566
Inmates in Orleans Parish Prison (daily)4-28-2012,04/28/2012,2012,Inmates in Orleans Parish Prison (daily),2567
Inmates in Orleans Parish Prison (daily)4-29-2012,04/29/2012,2012,Inmates in Orleans Parish Prison (daily),2572
Inmates in Orleans Parish Prison (daily)4-30-2012,04/30/2012,2012,Inmates in Orleans Parish Prison (daily),2620
Inmates in Orleans Parish Prison (daily)5-1-2012,05/01/2012,2012,Inmates in Orleans Parish Prison (daily),2656
Inmates in Orleans Parish Prison (daily)5-2-2012,05/02/2012,2012,Inmates in Orleans Parish Prison (daily),2615
Inmates in Orleans Parish Prison (daily)5-3-2012,05/03/2012,2012,Inmates in Orleans Parish Prison (daily),2630
Inmates in Orleans Parish Prison (daily)5-4-2012,05/04/2012,2012,Inmates in Orleans Parish Prison (daily),2573
Inmates in Orleans Parish Prison (daily)5-5-2012,05/05/2012,2012,Inmates in Orleans Parish Prison (daily),2584
Inmates in Orleans Parish Prison (daily)5-6-2012,05/06/2012,2012,Inmates in Orleans Parish Prison (daily),2561
Inmates in Orleans Parish Prison (daily)5-7-2012,05/07/2012,2012,Inmates in Orleans Parish Prison (daily),2621
Inmates in Orleans Parish Prison (daily)5-8-2012,05/08/2012,2012,Inmates in Orleans Parish Prison (daily),2646
Inmates in Orleans Parish Prison (daily)5-9-2012,05/09/2012,2012,Inmates in Orleans Parish Prison (daily),2659
Inmates in Orleans Parish Prison (daily)5-10-2012,05/10/2012,2012,Inmates in Orleans Parish Prison (daily),2641
Inmates in Orleans Parish Prison (daily)5-11-2012,05/11/2012,2012,Inmates in Orleans Parish Prison (daily),2615
Inmates in Orleans Parish Prison (daily)5-12-2012,05/12/2012,2012,Inmates in Orleans Parish Prison (daily),2586
Inmates in Orleans Parish Prison (daily)5-13-2012,05/13/2012,2012,Inmates in Orleans Parish Prison (daily),2584
Inmates in Orleans Parish Prison (daily)5-14-2012,05/14/2012,2012,Inmates in Orleans Parish Prison (daily),2637
Inmates in Orleans Parish Prison (daily)5-15-2012,05/15/2012,2012,Inmates in Orleans Parish Prison (daily),2691
Inmates in Orleans Parish Prison (daily)5-16-2012,05/16/2012,2012,Inmates in Orleans Parish Prison (daily),2679
Inmates in Orleans Parish Prison (daily)5-17-2012,05/17/2012,2012,Inmates in Orleans Parish Prison (daily),2672
Inmates in Orleans Parish Prison (daily)5-18-2012,05/18/2012,2012,Inmates in Orleans Parish Prison (daily),2616
Inmates in Orleans Parish Prison (daily)5-19-2012,05/19/2012,2012,Inmates in Orleans Parish Prison (daily),2584
Inmates in Orleans Parish Prison (daily)5-20-2012,05/20/2012,2012,Inmates in Orleans Parish Prison (daily),2615
Inmates in Orleans Parish Prison (daily)5-21-2012,05/21/2012,2012,Inmates in Orleans Parish Prison (daily),2667
Inmates in Orleans Parish Prison (daily)5-22-2012,05/22/2012,2012,Inmates in Orleans Parish Prison (daily),2690
Inmates in Orleans Parish Prison (daily)5-23-2012,05/23/2012,2012,Inmates in Orleans Parish Prison (daily),2638
Inmates in Orleans Parish Prison (daily)5-24-2012,05/24/2012,2012,Inmates in Orleans Parish Prison (daily),2650
Inmates in Orleans Parish Prison (daily)5-25-2012,05/25/2012,2012,Inmates in Orleans Parish Prison (daily),2662
Inmates in Orleans Parish Prison (daily)5-26-2012,05/26/2012,2012,Inmates in Orleans Parish Prison (daily),2617
Inmates in Orleans Parish Prison (daily)5-27-2012,05/27/2012,2012,Inmates in Orleans Parish Prison (daily),2620
Inmates in Orleans Parish Prison (daily)5-28-2012,05/28/2012,2012,Inmates in Orleans Parish Prison (daily),2636
Inmates in Orleans Parish Prison (daily)5-29-2012,05/29/2012,2012,Inmates in Orleans Parish Prison (daily),2709
Inmates in Orleans Parish Prison (daily)5-30-2012,05/30/2012,2012,Inmates in Orleans Parish Prison (daily),2674
Inmates in Orleans Parish Prison (daily)5-31-2012,05/31/2012,2012,Inmates in Orleans Parish Prison (daily),2610
Inmates in Orleans Parish Prison (daily)6-1-2012,06/01/2012,2012,Inmates in Orleans Parish Prison (daily),2642
Inmates in Orleans Parish Prison (daily)6-2-2012,06/02/2012,2012,Inmates in Orleans Parish Prison (daily),2684
Inmates in Orleans Parish Prison (daily)6-3-2012,06/03/2012,2012,Inmates in Orleans Parish Prison (daily),2668
Inmates in Orleans Parish Prison (daily)6-4-2012,06/04/2012,2012,Inmates in Orleans Parish Prison (daily),2713
Inmates in Orleans Parish Prison (daily)6-5-2012,06/05/2012,2012,Inmates in Orleans Parish Prison (daily),2755
Inmates in Orleans Parish Prison (daily)6-6-2012,06/06/2012,2012,Inmates in Orleans Parish Prison (daily),2742
Inmates in Orleans Parish Prison (daily)6-7-2012,06/07/2012,2012,Inmates in Orleans Parish Prison (daily),2769
Inmates in Orleans Parish Prison (daily)6-8-2012,06/08/2012,2012,Inmates in Orleans Parish Prison (daily),2742
Inmates in Orleans Parish Prison (daily)6-9-2012,06/09/2012,2012,Inmates in Orleans Parish Prison (daily),2709
Inmates in Orleans Parish Prison (daily)6-10-2012,06/10/2012,2012,Inmates in Orleans Parish Prison (daily),2658
Inmates in Orleans Parish Prison (daily)6-11-2012,06/11/2012,2012,Inmates in Orleans Parish Prison (daily),2712
Inmates in Orleans Parish Prison (daily)6-12-2012,06/12/2012,2012,Inmates in Orleans Parish Prison (daily),2731
Inmates in Orleans Parish Prison (daily)6-13-2012,06/13/2012,2012,Inmates in Orleans Parish Prison (daily),2769
Inmates in Orleans Parish Prison (daily)6-14-2012,06/14/2012,2012,Inmates in Orleans Parish Prison (daily),2761
Inmates in Orleans Parish Prison (daily)6-15-2012,06/15/2012,2012,Inmates in Orleans Parish Prison (daily),2684
Inmates in Orleans Parish Prison (daily)6-16-2012,06/16/2012,2012,Inmates in Orleans Parish Prison (daily),2627
Inmates in Orleans Parish Prison (daily)6-17-2012,06/17/2012,2012,Inmates in Orleans Parish Prison (daily),2625
Inmates in Orleans Parish Prison (daily)6-18-2012,06/18/2012,2012,Inmates in Orleans Parish Prison (daily),2695
Inmates in Orleans Parish Prison (daily)6-19-2012,06/19/2012,2012,Inmates in Orleans Parish Prison (daily),2738
Inmates in Orleans Parish Prison (daily)6-20-2012,06/20/2012,2012,Inmates in Orleans Parish Prison (daily),2715
Inmates in Orleans Parish Prison (daily)6-21-2012,06/21/2012,2012,Inmates in Orleans Parish Prison (daily),2662
Inmates in Orleans Parish Prison (daily)6-22-2012,06/22/2012,2012,Inmates in Orleans Parish Prison (daily),2639
Inmates in Orleans Parish Prison (daily)6-23-2012,06/23/2012,2012,Inmates in Orleans Parish Prison (daily),2614
Inmates in Orleans Parish Prison (daily)6-24-2012,06/24/2012,2012,Inmates in Orleans Parish Prison (daily),2603
Inmates in Orleans Parish Prison (daily)6-25-2012,06/25/2012,2012,Inmates in Orleans Parish Prison (daily),2646
Inmates in Orleans Parish Prison (daily)6-26-2012,06/26/2012,2012,Inmates in Orleans Parish Prison (daily),2642
Inmates in Orleans Parish Prison (daily)6-27-2012,06/27/2012,2012,Inmates in Orleans Parish Prison (daily),2647
Inmates in Orleans Parish Prison (daily)6-28-2012,06/28/2012,2012,Inmates in Orleans Parish Prison (daily),2709
Inmates in Orleans Parish Prison (daily)6-29-2012,06/29/2012,2012,Inmates in Orleans Parish Prison (daily),2668
Inmates in Orleans Parish Prison (daily)6-30-2012,06/30/2012,2012,Inmates in Orleans Parish Prison (daily),2639
Inmates in Orleans Parish Prison (daily)7-1-2012,07/01/2012,2012,Inmates in Orleans Parish Prison (daily),2627
Inmates in Orleans Parish Prison (daily)7-2-2012,07/02/2012,2012,Inmates in Orleans Parish Prison (daily),2659
Inmates in Orleans Parish Prison (daily)7-3-2012,07/03/2012,2012,Inmates in Orleans Parish Prison (daily),2674
Inmates in Orleans Parish Prison (daily)7-4-2012,07/04/2012,2012,Inmates in Orleans Parish Prison (daily),2562
Inmates in Orleans Parish Prison (daily)7-5-2012,07/05/2012,2012,Inmates in Orleans Parish Prison (daily),2551
Inmates in Orleans Parish Prison (daily)7-6-2012,07/06/2012,2012,Inmates in Orleans Parish Prison (daily),2555
Inmates in Orleans Parish Prison (daily)7-7-2012,07/07/2012,2012,Inmates in Orleans Parish Prison (daily),2566
Inmates in Orleans Parish Prison (daily)7-8-2012,07/08/2012,2012,Inmates in Orleans Parish Prison (daily),2602
Inmates in Orleans Parish Prison (daily)7-9-2012,07/09/2012,2012,Inmates in Orleans Parish Prison (daily),2669
Inmates in Orleans Parish Prison (daily)7-10-2012,07/10/2012,2012,Inmates in Orleans Parish Prison (daily),2695
Inmates in Orleans Parish Prison (daily)7-11-2012,07/11/2012,2012,Inmates in Orleans Parish Prison (daily),2607
Inmates in Orleans Parish Prison (daily)7-12-2012,07/12/2012,2012,Inmates in Orleans Parish Prison (daily),2614
Inmates in Orleans Parish Prison (daily)7-13-2012,07/13/2012,2012,Inmates in Orleans Parish Prison (daily),2600
Inmates in Orleans Parish Prison (daily)7-14-2012,07/14/2012,2012,Inmates in Orleans Parish Prison (daily),2575
Inmates in Orleans Parish Prison (daily)7-15-2012,07/15/2012,2012,Inmates in Orleans Parish Prison (daily),2585
Inmates in Orleans Parish Prison (daily)7-16-2012,07/16/2012,2012,Inmates in Orleans Parish Prison (daily),2615
Inmates in Orleans Parish Prison (daily)7-17-2012,07/17/2012,2012,Inmates in Orleans Parish Prison (daily),2631
Inmates in Orleans Parish Prison (daily)7-18-2012,07/18/2012,2012,Inmates in Orleans Parish Prison (daily),2603
Inmates in Orleans Parish Prison (daily)7-19-2012,07/19/2012,2012,Inmates in Orleans Parish Prison (daily),2564
Inmates in Orleans Parish Prison (daily)7-20-2012,07/20/2012,2012,Inmates in Orleans Parish Prison (daily),2540
Inmates in Orleans Parish Prison (daily)7-21-2012,07/21/2012,2012,Inmates in Orleans Parish Prison (daily),2520
Inmates in Orleans Parish Prison (daily)7-22-2012,07/22/2012,2012,Inmates in Orleans Parish Prison (daily),2546
Inmates in Orleans Parish Prison (daily)7-23-2012,07/23/2012,2012,Inmates in Orleans Parish Prison (daily),2586
Inmates in Orleans Parish Prison (daily)7-24-2012,07/24/2012,2012,Inmates in Orleans Parish Prison (daily),2636
Inmates in Orleans Parish Prison (daily)7-25-2012,07/25/2012,2012,Inmates in Orleans Parish Prison (daily),2539
Inmates in Orleans Parish Prison (daily)7-26-2012,07/26/2012,2012,Inmates in Orleans Parish Prison (daily),2545
Inmates in Orleans Parish Prison (daily)7-27-2012,07/27/2012,2012,Inmates in Orleans Parish Prison (daily),2550
Inmates in Orleans Parish Prison (daily)7-28-2012,07/28/2012,2012,Inmates in Orleans Parish Prison (daily),2530
Inmates in Orleans Parish Prison (daily)7-29-2012,07/29/2012,2012,Inmates in Orleans Parish Prison (daily),2525
Inmates in Orleans Parish Prison (daily)7-30-2012,07/30/2012,2012,Inmates in Orleans Parish Prison (daily),2574
Inmates in Orleans Parish Prison (daily)7-31-2012,07/31/2012,2012,Inmates in Orleans Parish Prison (daily),2578
Inmates in Orleans Parish Prison (daily)8-1-2012,08/01/2012,2012,Inmates in Orleans Parish Prison (daily),2542
Inmates in Orleans Parish Prison (daily)8-2-2012,08/02/2012,2012,Inmates in Orleans Parish Prison (daily),2534
Inmates in Orleans Parish Prison (daily)8-3-2012,08/03/2012,2012,Inmates in Orleans Parish Prison (daily),2552
Inmates in Orleans Parish Prison (daily)8-4-2012,08/04/2012,2012,Inmates in Orleans Parish Prison (daily),2530
Inmates in Orleans Parish Prison (daily)8-5-2012,08/05/2012,2012,Inmates in Orleans Parish Prison (daily),2541
Inmates in Orleans Parish Prison (daily)8-6-2012,08/06/2012,2012,Inmates in Orleans Parish Prison (daily),2611
Inmates in Orleans Parish Prison (daily)8-7-2012,08/07/2012,2012,Inmates in Orleans Parish Prison (daily),2662
Inmates in Orleans Parish Prison (daily)8-8-2012,08/08/2012,2012,Inmates in Orleans Parish Prison (daily),2652
Inmates in Orleans Parish Prison (daily)8-9-2012,08/09/2012,2012,Inmates in Orleans Parish Prison (daily),2636
Inmates in Orleans Parish Prison (daily)8-10-2012,08/10/2012,2012,Inmates in Orleans Parish Prison (daily),2600
Inmates in Orleans Parish Prison (daily)8-11-2012,08/11/2012,2012,Inmates in Orleans Parish Prison (daily),2565
Inmates in Orleans Parish Prison (daily)8-12-2012,08/12/2012,2012,Inmates in Orleans Parish Prison (daily),2581
Inmates in Orleans Parish Prison (daily)8-13-2012,08/13/2012,2012,Inmates in Orleans Parish Prison (daily),2652
Inmates in Orleans Parish Prison (daily)8-14-2012,08/14/2012,2012,Inmates in Orleans Parish Prison (daily),2701
Inmates in Orleans Parish Prison (daily)8-15-2012,08/15/2012,2012,Inmates in Orleans Parish Prison (daily),2673
Inmates in Orleans Parish Prison (daily)8-16-2012,08/16/2012,2012,Inmates in Orleans Parish Prison (daily),2673
Inmates in Orleans Parish Prison (daily)8-17-2012,08/17/2012,2012,Inmates in Orleans Parish Prison (daily),2611
Inmates in Orleans Parish Prison (daily)8-18-2012,08/18/2012,2012,Inmates in Orleans Parish Prison (daily),2612
Inmates in Orleans Parish Prison (daily)8-19-2012,08/19/2012,2012,Inmates in Orleans Parish Prison (daily),2588
Inmates in Orleans Parish Prison (daily)8-20-2012,08/20/2012,2012,Inmates in Orleans Parish Prison (daily),2635
Inmates in Orleans Parish Prison (daily)8-21-2012,08/21/2012,2012,Inmates in Orleans Parish Prison (daily),2647
Inmates in Orleans Parish Prison (daily)8-22-2012,08/22/2012,2012,Inmates in Orleans Parish Prison (daily),2644
Inmates in Orleans Parish Prison (daily)8-23-2012,08/23/2012,2012,Inmates in Orleans Parish Prison (daily),2630
Inmates in Orleans Parish Prison (daily)8-24-2012,08/24/2012,2012,Inmates in Orleans Parish Prison (daily),2616
Inmates in Orleans Parish Prison (daily)8-25-2012,08/25/2012,2012,Inmates in Orleans Parish Prison (daily),2604
Inmates in Orleans Parish Prison (daily)8-26-2012,08/26/2012,2012,Inmates in Orleans Parish Prison (daily),2583
Inmates in Orleans Parish Prison (daily)8-27-2012,08/27/2012,2012,Inmates in Orleans Parish Prison (daily),2490
Inmates in Orleans Parish Prison (daily)8-28-2012,08/28/2012,2012,Inmates in Orleans Parish Prison (daily),2383
Inmates in Orleans Parish Prison (daily)8-29-2012,08/29/2012,2012,Inmates in Orleans Parish Prison (daily),2399
Inmates in Orleans Parish Prison (daily)8-30-2012,08/30/2012,2012,Inmates in Orleans Parish Prison (daily),2426
Inmates in Orleans Parish Prison (daily)8-31-2012,08/31/2012,2012,Inmates in Orleans Parish Prison (daily),2495
Inmates in Orleans Parish Prison (daily)9-1-2012,09/01/2012,2012,Inmates in Orleans Parish Prison (daily),2562
Inmates in Orleans Parish Prison (daily)9-2-2012,09/02/2012,2012,Inmates in Orleans Parish Prison (daily),2614
Inmates in Orleans Parish Prison (daily)9-3-2012,09/03/2012,2012,Inmates in Orleans Parish Prison (daily),2649
Inmates in Orleans Parish Prison (daily)9-4-2012,09/04/2012,2012,Inmates in Orleans Parish Prison (daily),2719
Inmates in Orleans Parish Prison (daily)9-5-2012,09/05/2012,2012,Inmates in Orleans Parish Prison (daily),2707
Inmates in Orleans Parish Prison (daily)9-6-2012,09/06/2012,2012,Inmates in Orleans Parish Prison (daily),2594
Inmates in Orleans Parish Prison (daily)9-7-2012,09/07/2012,2012,Inmates in Orleans Parish Prison (daily),2581
Inmates in Orleans Parish Prison (daily)9-8-2012,09/08/2012,2012,Inmates in Orleans Parish Prison (daily),2563
Inmates in Orleans Parish Prison (daily)9-9-2012,09/09/2012,2012,Inmates in Orleans Parish Prison (daily),2572
Inmates in Orleans Parish Prison (daily)9-10-2012,09/10/2012,2012,Inmates in Orleans Parish Prison (daily),2596
Inmates in Orleans Parish Prison (daily)9-11-2012,09/11/2012,2012,Inmates in Orleans Parish Prison (daily),2587
Inmates in Orleans Parish Prison (daily)9-12-2012,09/12/2012,2012,Inmates in Orleans Parish Prison (daily),2506
Inmates in Orleans Parish Prison (daily)9-13-2012,09/13/2012,2012,Inmates in Orleans Parish Prison (daily),2523
Inmates in Orleans Parish Prison (daily)9-14-2012,09/14/2012,2012,Inmates in Orleans Parish Prison (daily),2523
Inmates in Orleans Parish Prison (daily)9-15-2012,09/15/2012,2012,Inmates in Orleans Parish Prison (daily),2516
Inmates in Orleans Parish Prison (daily)9-16-2012,09/16/2012,2012,Inmates in Orleans Parish Prison (daily),2512
Inmates in Orleans Parish Prison (daily)9-17-2012,09/17/2012,2012,Inmates in Orleans Parish Prison (daily),2549
Inmates in Orleans Parish Prison (daily)9-18-2012,09/18/2012,2012,Inmates in Orleans Parish Prison (daily),2571
Inmates in Orleans Parish Prison (daily)9-19-2012,09/19/2012,2012,Inmates in Orleans Parish Prison (daily),2578
Inmates in Orleans Parish Prison (daily)9-20-2012,09/20/2012,2012,Inmates in Orleans Parish Prison (daily),2578
Inmates in Orleans Parish Prison (daily)9-21-2012,09/21/2012,2012,Inmates in Orleans Parish Prison (daily),2535
Inmates in Orleans Parish Prison (daily)9-22-2012,09/22/2012,2012,Inmates in Orleans Parish Prison (daily),2462
Inmates in Orleans Parish Prison (daily)9-23-2012,09/23/2012,2012,Inmates in Orleans Parish Prison (daily),2442
Inmates in Orleans Parish Prison (daily)9-24-2012,09/24/2012,2012,Inmates in Orleans Parish Prison (daily),2463
Inmates in Orleans Parish Prison (daily)9-25-2012,09/25/2012,2012,Inmates in Orleans Parish Prison (daily),2493
Inmates in Orleans Parish Prison (daily)9-26-2012,09/26/2012,2012,Inmates in Orleans Parish Prison (daily),2482
Inmates in Orleans Parish Prison (daily)9-27-2012,09/27/2012,2012,Inmates in Orleans Parish Prison (daily),2458
Inmates in Orleans Parish Prison (daily)9-28-2012,09/28/2012,2012,Inmates in Orleans Parish Prison (daily),2448
Inmates in Orleans Parish Prison (daily)9-29-2012,09/29/2012,2012,Inmates in Orleans Parish Prison (daily),2422
Inmates in Orleans Parish Prison (daily)9-30-2012,09/30/2012,2012,Inmates in Orleans Parish Prison (daily),2419
Inmates in Orleans Parish Prison (daily)10-1-2012,10/01/2012,2012,Inmates in Orleans Parish Prison (daily),2460
Inmates in Orleans Parish Prison (daily)10-2-2012,10/02/2012,2012,Inmates in Orleans Parish Prison (daily),2485
Inmates in Orleans Parish Prison (daily)10-3-2012,10/03/2012,2012,Inmates in Orleans Parish Prison (daily),2477
Inmates in Orleans Parish Prison (daily)10-4-2012,10/04/2012,2012,Inmates in Orleans Parish Prison (daily),2485
Inmates in Orleans Parish Prison (daily)10-5-2012,10/05/2012,2012,Inmates in Orleans Parish Prison (daily),2458
Inmates in Orleans Parish Prison (daily)10-6-2012,10/06/2012,2012,Inmates in Orleans Parish Prison (daily),2437
Inmates in Orleans Parish Prison (daily)10-7-2012,10/07/2012,2012,Inmates in Orleans Parish Prison (daily),2426
Inmates in Orleans Parish Prison (daily)10-8-2012,10/08/2012,2012,Inmates in Orleans Parish Prison (daily),2453
Inmates in Orleans Parish Prison (daily)10-9-2012,10/09/2012,2012,Inmates in Orleans Parish Prison (daily),2491
Inmates in Orleans Parish Prison (daily)10-10-2012,10/10/2012,2012,Inmates in Orleans Parish Prison (daily),2463
Inmates in Orleans Parish Prison (daily)10-11-2012,10/11/2012,2012,Inmates in Orleans Parish Prison (daily),2455
Inmates in Orleans Parish Prison (daily)10-12-2012,10/12/2012,2012,Inmates in Orleans Parish Prison (daily),2448
Inmates in Orleans Parish Prison (daily)10-13-2012,10/13/2012,2012,Inmates in Orleans Parish Prison (daily),2442
Inmates in Orleans Parish Prison (daily)10-14-2012,10/14/2012,2012,Inmates in Orleans Parish Prison (daily),2432
Inmates in Orleans Parish Prison (daily)10-15-2012,10/15/2012,2012,Inmates in Orleans Parish Prison (daily),2455
Inmates in Orleans Parish Prison (daily)10-16-2012,10/16/2012,2012,Inmates in Orleans Parish Prison (daily),2450
Inmates in Orleans Parish Prison (daily)10-17-2012,10/17/2012,2012,Inmates in Orleans Parish Prison (daily),2431
Inmates in Orleans Parish Prison (daily)10-18-2012,10/18/2012,2012,Inmates in Orleans Parish Prison (daily),2434
Inmates in Orleans Parish Prison (daily)10-19-2012,10/19/2012,2012,Inmates in Orleans Parish Prison (daily),2418
Inmates in Orleans Parish Prison (daily)10-20-2012,10/20/2012,2012,Inmates in Orleans Parish Prison (daily),2379
Inmates in Orleans Parish Prison (daily)10-21-2012,10/21/2012,2012,Inmates in Orleans Parish Prison (daily),2357
Inmates in Orleans Parish Prison (daily)10-22-2012,10/22/2012,2012,Inmates in Orleans Parish Prison (daily),2391
Inmates in Orleans Parish Prison (daily)10-23-2012,10/23/2012,2012,Inmates in Orleans Parish Prison (daily),2397
Inmates in Orleans Parish Prison (daily)10-24-2012,10/24/2012,2012,Inmates in Orleans Parish Prison (daily),2374
Inmates in Orleans Parish Prison (daily)10-25-2012,10/25/2012,2012,Inmates in Orleans Parish Prison (daily),2371
Inmates in Orleans Parish Prison (daily)10-26-2012,10/26/2012,2012,Inmates in Orleans Parish Prison (daily),2415
Inmates in Orleans Parish Prison (daily)10-27-2012,10/27/2012,2012,Inmates in Orleans Parish Prison (daily),2399
Inmates in Orleans Parish Prison (daily)10-28-2012,10/28/2012,2012,Inmates in Orleans Parish Prison (daily),2395
Inmates in Orleans Parish Prison (daily)10-29-2012,10/29/2012,2012,Inmates in Orleans Parish Prison (daily),2425
Inmates in Orleans Parish Prison (daily)10-30-2012,10/30/2012,2012,Inmates in Orleans Parish Prison (daily),2480
Inmates in Orleans Parish Prison (daily)10-31-2012,10/31/2012,2012,Inmates in Orleans Parish Prison (daily),2405
Inmates in Orleans Parish Prison (daily)11-1-2012,11/01/2012,2012,Inmates in Orleans Parish Prison (daily),2403
Inmates in Orleans Parish Prison (daily)11-2-2012,11/02/2012,2012,Inmates in Orleans Parish Prison (daily),2379
Inmates in Orleans Parish Prison (daily)11-3-2012,11/03/2012,2012,Inmates in Orleans Parish Prison (daily),2369
Inmates in Orleans Parish Prison (daily)11-4-2012,11/04/2012,2012,Inmates in Orleans Parish Prison (daily),2369
Inmates in Orleans Parish Prison (daily)11-5-2012,11/05/2012,2012,Inmates in Orleans Parish Prison (daily),2386
Inmates in Orleans Parish Prison (daily)11-6-2012,11/06/2012,2012,Inmates in Orleans Parish Prison (daily),2380
Inmates in Orleans Parish Prison (daily)11-7-2012,11/07/2012,2012,Inmates in Orleans Parish Prison (daily),2399
Inmates in Orleans Parish Prison (daily)11-8-2012,11/08/2012,2012,Inmates in Orleans Parish Prison (daily),2378
Inmates in Orleans Parish Prison (daily)11-9-2012,11/09/2012,2012,Inmates in Orleans Parish Prison (daily),2349
Inmates in Orleans Parish Prison (daily)11-10-2012,11/10/2012,2012,Inmates in Orleans Parish Prison (daily),2303
Inmates in Orleans Parish Prison (daily)11-11-2012,11/11/2012,2012,Inmates in Orleans Parish Prison (daily),2308
Inmates in Orleans Parish Prison (daily)11-12-2012,11/12/2012,2012,Inmates in Orleans Parish Prison (daily),2340
Inmates in Orleans Parish Prison (daily)11-13-2012,11/13/2012,2012,Inmates in Orleans Parish Prison (daily),2380
Inmates in Orleans Parish Prison (daily)11-14-2012,11/14/2012,2012,Inmates in Orleans Parish Prison (daily),2368
Inmates in Orleans Parish Prison (daily)11-15-2012,11/15/2012,2012,Inmates in Orleans Parish Prison (daily),2351
Inmates in Orleans Parish Prison (daily)11-16-2012,11/16/2012,2012,Inmates in Orleans Parish Prison (daily),2377
Inmates in Orleans Parish Prison (daily)11-17-2012,11/17/2012,2012,Inmates in Orleans Parish Prison (daily),2359
