RowID,Date,Year,IndicatorName,IndicatorValue
Inmates in Orleans Parish Prison (daily)6-3-2013,06/03/2013,2013,Inmates in Orleans Parish Prison (daily),2459
Inmates in Orleans Parish Prison (daily)6-4-2013,06/04/2013,2013,Inmates in Orleans Parish Prison (daily),2461
Inmates in Orleans Parish Prison (daily)6-5-2013,06/05/2013,2013,Inmates in Orleans Parish Prison (daily),2444
Inmates in Orleans Parish Prison (daily)6-6-2013,06/06/2013,2013,Inmates in Orleans Parish Prison (daily),2451
Inmates in Orleans Parish Prison (daily)6-7-2013,06/07/2013,2013,Inmates in Orleans Parish Prison (daily),2397
Inmates in Orleans Parish Prison (daily)6-8-2013,06/08/2013,2013,Inmates in Orleans Parish Prison (daily),2351
Inmates in Orleans Parish Prison (daily)6-9-2013,06/09/2013,2013,Inmates in Orleans Parish Prison (daily),2359
Inmates in Orleans Parish Prison (daily)6-10-2013,06/10/2013,2013,Inmates in Orleans Parish Prison (daily),2422
Inmates in Orleans Parish Prison (daily)6-11-2013,06/11/2013,2013,Inmates in Orleans Parish Prison (daily),2434
Inmates in Orleans Parish Prison (daily)6-12-2013,06/12/2013,2013,Inmates in Orleans Parish Prison (daily),2416
Inmates in Orleans Parish Prison (daily)6-13-2013,06/13/2013,2013,Inmates in Orleans Parish Prison (daily),2398
Inmates in Orleans Parish Prison (daily)6-14-2013,06/14/2013,2013,Inmates in Orleans Parish Prison (daily),2410
Inmates in Orleans Parish Prison (daily)6-15-2013,06/15/2013,2013,Inmates in Orleans Parish Prison (daily),2387
Inmates in Orleans Parish Prison (daily)6-16-2013,06/16/2013,2013,Inmates in Orleans Parish Prison (daily),2394
Inmates in Orleans Parish Prison (daily)6-17-2013,06/17/2013,2013,Inmates in Orleans Parish Prison (daily),2438
Inmates in Orleans Parish Prison (daily)6-18-2013,06/18/2013,2013,Inmates in Orleans Parish Prison (daily),2437
Inmates in Orleans Parish Prison (daily)6-19-2013,06/19/2013,2013,Inmates in Orleans Parish Prison (daily),2327
Inmates in Orleans Parish Prison (daily)6-20-2013,06/20/2013,2013,Inmates in Orleans Parish Prison (daily),2278
Inmates in Orleans Parish Prison (daily)6-21-2013,06/21/2013,2013,Inmates in Orleans Parish Prison (daily),2263
Inmates in Orleans Parish Prison (daily)6-22-2013,06/22/2013,2013,Inmates in Orleans Parish Prison (daily),2248
Inmates in Orleans Parish Prison (daily)6-23-2013,06/23/2013,2013,Inmates in Orleans Parish Prison (daily),2270
Inmates in Orleans Parish Prison (daily)6-24-2013,06/24/2013,2013,Inmates in Orleans Parish Prison (daily),2329
Inmates in Orleans Parish Prison (daily)6-25-2013,06/25/2013,2013,Inmates in Orleans Parish Prison (daily),2369
Inmates in Orleans Parish Prison (daily)6-26-2013,06/26/2013,2013,Inmates in Orleans Parish Prison (daily),2341
Inmates in Orleans Parish Prison (daily)6-27-2013,06/27/2013,2013,Inmates in Orleans Parish Prison (daily),2340
Inmates in Orleans Parish Prison (daily)6-28-2013,06/28/2013,2013,Inmates in Orleans Parish Prison (daily),2348
Inmates in Orleans Parish Prison (daily)6-29-2013,06/29/2013,2013,Inmates in Orleans Parish Prison (daily),2314
Inmates in Orleans Parish Prison (daily)6-30-2013,06/30/2013,2013,Inmates in Orleans Parish Prison (daily),2284
Inmates in Orleans Parish Prison (daily)7-1-2013,07/01/2013,2013,Inmates in Orleans Parish Prison (daily),2349
Inmates in Orleans Parish Prison (daily)7-2-2013,07/02/2013,2013,Inmates in Orleans Parish Prison (daily),2331
Inmates in Orleans Parish Prison (daily)7-3-2013,07/03/2013,2013,Inmates in Orleans Parish Prison (daily),2272
Inmates in Orleans Parish Prison (daily)7-4-2013,07/04/2013,2013,Inmates in Orleans Parish Prison (daily),2215
Inmates in Orleans Parish Prison (daily)7-5-2013,07/05/2013,2013,Inmates in Orleans Parish Prison (daily),2259
Inmates in Orleans Parish Prison (daily)7-6-2013,07/06/2013,2013,Inmates in Orleans Parish Prison (daily),2272
Inmates in Orleans Parish Prison (daily)7-7-2013,07/07/2013,2013,Inmates in Orleans Parish Prison (daily),2275
Inmates in Orleans Parish Prison (daily)7-8-2013,07/08/2013,2013,Inmates in Orleans Parish Prison (daily),2309
Inmates in Orleans Parish Prison (daily)7-9-2013,07/09/2013,2013,Inmates in Orleans Parish Prison (daily),2332
Inmates in Orleans Parish Prison (daily)7-10-2013,07/10/2013,2013,Inmates in Orleans Parish Prison (daily),2278
Inmates in Orleans Parish Prison (daily)7-11-2013,07/11/2013,2013,Inmates in Orleans Parish Prison (daily),2272
Inmates in Orleans Parish Prison (daily)7-12-2013,07/12/2013,2013,Inmates in Orleans Parish Prison (daily),2265
Inmates in Orleans Parish Prison (daily)7-13-2013,07/13/2013,2013,Inmates in Orleans Parish Prison (daily),2270
Inmates in Orleans Parish Prison (daily)7-14-2013,07/14/2013,2013,Inmates in Orleans Parish Prison (daily),2278
Inmates in Orleans Parish Prison (daily)7-15-2013,07/15/2013,2013,Inmates in Orleans Parish Prison (daily),2311
Inmates in Orleans Parish Prison (daily)7-16-2013,07/16/2013,2013,Inmates in Orleans Parish Prison (daily),2431
Inmates in Orleans Parish Prison (daily)7-17-2013,07/17/2013,2013,Inmates in Orleans Parish Prison (daily),2403
Inmates in Orleans Parish Prison (daily)7-18-2013,07/18/2013,2013,Inmates in Orleans Parish Prison (daily),2441
Inmates in Orleans Parish Prison (daily)7-19-2013,07/19/2013,2013,Inmates in Orleans Parish Prison (daily),2458
Inmates in Orleans Parish Prison (daily)7-20-2013,07/20/2013,2013,Inmates in Orleans Parish Prison (daily),2427
Inmates in Orleans Parish Prison (daily)7-21-2013,07/21/2013,2013,Inmates in Orleans Parish Prison (daily),2404
Inmates in Orleans Parish Prison (daily)7-22-2013,07/22/2013,2013,Inmates in Orleans Parish Prison (daily),2444
Inmates in Orleans Parish Prison (daily)7-23-2013,07/23/2013,2013,Inmates in Orleans Parish Prison (daily),2471
Inmates in Orleans Parish Prison (daily)7-24-2013,07/24/2013,2013,Inmates in Orleans Parish Prison (daily),2397
Inmates in Orleans Parish Prison (daily)7-25-2013,07/25/2013,2013,Inmates in Orleans Parish Prison (daily),2399
Inmates in Orleans Parish Prison (daily)7-26-2013,07/26/2013,2013,Inmates in Orleans Parish Prison (daily),2427
Inmates in Orleans Parish Prison (daily)7-27-2013,07/27/2013,2013,Inmates in Orleans Parish Prison (daily),2405
Inmates in Orleans Parish Prison (daily)7-28-2013,07/28/2013,2013,Inmates in Orleans Parish Prison (daily),2410
Inmates in Orleans Parish Prison (daily)7-29-2013,07/29/2013,2013,Inmates in Orleans Parish Prison (daily),2468
Inmates in Orleans Parish Prison (daily)7-30-2013,07/30/2013,2013,Inmates in Orleans Parish Prison (daily),2501
Inmates in Orleans Parish Prison (daily)7-31-2013,07/31/2013,2013,Inmates in Orleans Parish Prison (daily),2476
Inmates in Orleans Parish Prison (daily)8-1-2013,08/01/2013,2013,Inmates in Orleans Parish Prison (daily),2464
Inmates in Orleans Parish Prison (daily)8-2-2013,08/02/2013,2013,Inmates in Orleans Parish Prison (daily),2444
Inmates in Orleans Parish Prison (daily)8-3-2013,08/03/2013,2013,Inmates in Orleans Parish Prison (daily),2414
Inmates in Orleans Parish Prison (daily)8-4-2013,08/04/2013,2013,Inmates in Orleans Parish Prison (daily),2396
Inmates in Orleans Parish Prison (daily)8-5-2013,08/05/2013,2013,Inmates in Orleans Parish Prison (daily),2438
Inmates in Orleans Parish Prison (daily)8-6-2013,08/06/2013,2013,Inmates in Orleans Parish Prison (daily),2441
Inmates in Orleans Parish Prison (daily)8-7-2013,08/07/2013,2013,Inmates in Orleans Parish Prison (daily),2409
Inmates in Orleans Parish Prison (daily)8-8-2013,08/08/2013,2013,Inmates in Orleans Parish Prison (daily),2376
Inmates in Orleans Parish Prison (daily)8-9-2013,08/09/2013,2013,Inmates in Orleans Parish Prison (daily),2377
Inmates in Orleans Parish Prison (daily)8-10-2013,08/10/2013,2013,Inmates in Orleans Parish Prison (daily),2388
Inmates in Orleans Parish Prison (daily)8-11-2013,08/11/2013,2013,Inmates in Orleans Parish Prison (daily),2429
Inmates in Orleans Parish Prison (daily)8-12-2013,08/12/2013,2013,Inmates in Orleans Parish Prison (daily),2469
Inmates in Orleans Parish Prison (daily)8-13-2013,08/13/2013,2013,Inmates in Orleans Parish Prison (daily),2478
Inmates in Orleans Parish Prison (daily)8-14-2013,08/14/2013,2013,Inmates in Orleans Parish Prison (daily),2436
Inmates in Orleans Parish Prison (daily)8-15-2013,08/15/2013,2013,Inmates in Orleans Parish Prison (daily),2440
Inmates in Orleans Parish Prison (daily)8-16-2013,08/16/2013,2013,Inmates in Orleans Parish Prison (daily),2435
Inmates in Orleans Parish Prison (daily)8-17-2013,08/17/2013,2013,Inmates in Orleans Parish Prison (daily),2417
Inmates in Orleans Parish Prison (daily)8-18-2013,08/18/2013,2013,Inmates in Orleans Parish Prison (daily),2391
Inmates in Orleans Parish Prison (daily)8-19-2013,08/19/2013,2013,Inmates in Orleans Parish Prison (daily),2426
Inmates in Orleans Parish Prison (daily)8-20-2013,08/20/2013,2013,Inmates in Orleans Parish Prison (daily),2433
Inmates in Orleans Parish Prison (daily)8-21-2013,08/21/2013,2013,Inmates in Orleans Parish Prison (daily),2400
Inmates in Orleans Parish Prison (daily)8-22-2013,08/22/2013,2013,Inmates in Orleans Parish Prison (daily),2391
Inmates in Orleans Parish Prison (daily)8-23-2013,08/23/2013,2013,Inmates in Orleans Parish Prison (daily),2425
Inmates in Orleans Parish Prison (daily)8-24-2013,08/24/2013,2013,Inmates in Orleans Parish Prison (daily),2398
Inmates in Orleans Parish Prison (daily)8-25-2013,08/25/2013,2013,Inmates in Orleans Parish Prison (daily),2397
Inmates in Orleans Parish Prison (daily)8-26-2013,08/26/2013,2013,Inmates in Orleans Parish Prison (daily),2466
Inmates in Orleans Parish Prison (daily)8-27-2013,08/27/2013,2013,Inmates in Orleans Parish Prison (daily),2451
Inmates in Orleans Parish Prison (daily)8-28-2013,08/28/2013,2013,Inmates in Orleans Parish Prison (daily),2401
Inmates in Orleans Parish Prison (daily)8-29-2013,08/29/2013,2013,Inmates in Orleans Parish Prison (daily),2417
Inmates in Orleans Parish Prison (daily)8-30-2013,08/30/2013,2013,Inmates in Orleans Parish Prison (daily),2441
Inmates in Orleans Parish Prison (daily)8-31-2013,08/31/2013,2013,Inmates in Orleans Parish Prison (daily),2385
Inmates in Orleans Parish Prison (daily)9-1-2013,09/01/2013,2013,Inmates in Orleans Parish Prison (daily),2361
Inmates in Orleans Parish Prison (daily)9-2-2013,09/02/2013,2013,Inmates in Orleans Parish Prison (daily),2387
Inmates in Orleans Parish Prison (daily)9-3-2013,09/03/2013,2013,Inmates in Orleans Parish Prison (daily),2453
Inmates in Orleans Parish Prison (daily)9-4-2013,09/04/2013,2013,Inmates in Orleans Parish Prison (daily),2440
Inmates in Orleans Parish Prison (daily)9-5-2013,09/05/2013,2013,Inmates in Orleans Parish Prison (daily),2388
Inmates in Orleans Parish Prison (daily)9-6-2013,09/06/2013,2013,Inmates in Orleans Parish Prison (daily),2411
Inmates in Orleans Parish Prison (daily)9-7-2013,09/07/2013,2013,Inmates in Orleans Parish Prison (daily),2403
Inmates in Orleans Parish Prison (daily)9-8-2013,09/08/2013,2013,Inmates in Orleans Parish Prison (daily),2387
Inmates in Orleans Parish Prison (daily)9-9-2013,09/09/2013,2013,Inmates in Orleans Parish Prison (daily),2422
Inmates in Orleans Parish Prison (daily)9-10-2013,09/10/2013,2013,Inmates in Orleans Parish Prison (daily),2468
Inmates in Orleans Parish Prison (daily)9-11-2013,09/11/2013,2013,Inmates in Orleans Parish Prison (daily),2432
Inmates in Orleans Parish Prison (daily)9-12-2013,09/12/2013,2013,Inmates in Orleans Parish Prison (daily),2409
Inmates in Orleans Parish Prison (daily)9-13-2013,09/13/2013,2013,Inmates in Orleans Parish Prison (daily),2395
Inmates in Orleans Parish Prison (daily)9-14-2013,09/14/2013,2013,Inmates in Orleans Parish Prison (daily),2349
Inmates in Orleans Parish Prison (daily)9-15-2013,09/15/2013,2013,Inmates in Orleans Parish Prison (daily),2346
Inmates in Orleans Parish Prison (daily)9-16-2013,09/16/2013,2013,Inmates in Orleans Parish Prison (daily),2382
Inmates in Orleans Parish Prison (daily)9-17-2013,09/17/2013,2013,Inmates in Orleans Parish Prison (daily),2379
Inmates in Orleans Parish Prison (daily)9-18-2013,09/18/2013,2013,Inmates in Orleans Parish Prison (daily),2356
Inmates in Orleans Parish Prison (daily)9-19-2013,09/19/2013,2013,Inmates in Orleans Parish Prison (daily),2350
Inmates in Orleans Parish Prison (daily)9-20-2013,09/20/2013,2013,Inmates in Orleans Parish Prison (daily),2357
Inmates in Orleans Parish Prison (daily)9-21-2013,09/21/2013,2013,Inmates in Orleans Parish Prison (daily),2343
Inmates in Orleans Parish Prison (daily)9-22-2013,09/22/2013,2013,Inmates in Orleans Parish Prison (daily),2336
Inmates in Orleans Parish Prison (daily)9-23-2013,09/23/2013,2013,Inmates in Orleans Parish Prison (daily),2408
Inmates in Orleans Parish Prison (daily)9-24-2013,09/24/2013,2013,Inmates in Orleans Parish Prison (daily),2421
Inmates in Orleans Parish Prison (daily)9-25-2013,09/25/2013,2013,Inmates in Orleans Parish Prison (daily),2369
Inmates in Orleans Parish Prison (daily)9-26-2013,09/26/2013,2013,Inmates in Orleans Parish Prison (daily),2392
Inmates in Orleans Parish Prison (daily)9-27-2013,09/27/2013,2013,Inmates in Orleans Parish Prison (daily),2394
Inmates in Orleans Parish Prison (daily)9-28-2013,09/28/2013,2013,Inmates in Orleans Parish Prison (daily),2385
Inmates in Orleans Parish Prison (daily)9-29-2013,09/29/2013,2013,Inmates in Orleans Parish Prison (daily),2372
Inmates in Orleans Parish Prison (daily)9-30-2013,09/30/2013,2013,Inmates in Orleans Parish Prison (daily),2382
Inmates in Orleans Parish Prison (daily)10-1-2013,10/01/2013,2013,Inmates in Orleans Parish Prison (daily),2423
Inmates in Orleans Parish Prison (daily)10-2-2013,10/02/2013,2013,Inmates in Orleans Parish Prison (daily),2383
Inmates in Orleans Parish Prison (daily)10-3-2013,10/03/2013,2013,Inmates in Orleans Parish Prison (daily),2361
Inmates in Orleans Parish Prison (daily)10-4-2013,10/04/2013,2013,Inmates in Orleans Parish Prison (daily),2312
Inmates in Orleans Parish Prison (daily)10-5-2013,10/05/2013,2013,Inmates in Orleans Parish Prison (daily),2176
Inmates in Orleans Parish Prison (daily)10-6-2013,10/06/2013,2013,Inmates in Orleans Parish Prison (daily),2176
Inmates in Orleans Parish Prison (daily)10-7-2013,10/07/2013,2013,Inmates in Orleans Parish Prison (daily),2250
Inmates in Orleans Parish Prison (daily)10-8-2013,10/08/2013,2013,Inmates in Orleans Parish Prison (daily),2309
Inmates in Orleans Parish Prison (daily)10-9-2013,10/09/2013,2013,Inmates in Orleans Parish Prison (daily),2321
Inmates in Orleans Parish Prison (daily)10-10-2013,10/10/2013,2013,Inmates in Orleans Parish Prison (daily),2332
Inmates in Orleans Parish Prison (daily)10-11-2013,10/11/2013,2013,Inmates in Orleans Parish Prison (daily),2319
Inmates in Orleans Parish Prison (daily)10-12-2013,10/12/2013,2013,Inmates in Orleans Parish Prison (daily),2298
Inmates in Orleans Parish Prison (daily)10-13-2013,10/13/2013,2013,Inmates in Orleans Parish Prison (daily),2305
Inmates in Orleans Parish Prison (daily)10-14-2013,10/14/2013,2013,Inmates in Orleans Parish Prison (daily),2321
Inmates in Orleans Parish Prison (daily)10-15-2013,10/15/2013,2013,Inmates in Orleans Parish Prison (daily),2361
Inmates in Orleans Parish Prison (daily)10-16-2013,10/16/2013,2013,Inmates in Orleans Parish Prison (daily),2394
Inmates in Orleans Parish Prison (daily)10-17-2013,10/17/2013,2013,Inmates in Orleans Parish Prison (daily),2371
Inmates in Orleans Parish Prison (daily)10-18-2013,10/18/2013,2013,Inmates in Orleans Parish Prison (daily),2291
Inmates in Orleans Parish Prison (daily)10-19-2013,10/19/2013,2013,Inmates in Orleans Parish Prison (daily),2249
Inmates in Orleans Parish Prison (daily)10-20-2013,10/20/2013,2013,Inmates in Orleans Parish Prison (daily),2223
Inmates in Orleans Parish Prison (daily)10-21-2013,10/21/2013,2013,Inmates in Orleans Parish Prison (daily),2256
Inmates in Orleans Parish Prison (daily)10-22-2013,10/22/2013,2013,Inmates in Orleans Parish Prison (daily),2319
Inmates in Orleans Parish Prison (daily)10-23-2013,10/23/2013,2013,Inmates in Orleans Parish Prison (daily),2269
Inmates in Orleans Parish Prison (daily)10-24-2013,10/24/2013,2013,Inmates in Orleans Parish Prison (daily),2268
Inmates in Orleans Parish Prison (daily)10-25-2013,10/25/2013,2013,Inmates in Orleans Parish Prison (daily),2251
Inmates in Orleans Parish Prison (daily)10-26-2013,10/26/2013,2013,Inmates in Orleans Parish Prison (daily),2228
Inmates in Orleans Parish Prison (daily)10-27-2013,10/27/2013,2013,Inmates in Orleans Parish Prison (daily),2202
Inmates in Orleans Parish Prison (daily)10-28-2013,10/28/2013,2013,Inmates in Orleans Parish Prison (daily),2253
Inmates in Orleans Parish Prison (daily)10-29-2013,10/29/2013,2013,Inmates in Orleans Parish Prison (daily),2266
Inmates in Orleans Parish Prison (daily)10-30-2013,10/30/2013,2013,Inmates in Orleans Parish Prison (daily),2230
Inmates in Orleans Parish Prison (daily)10-31-2013,10/31/2013,2013,Inmates in Orleans Parish Prison (daily),2235
Inmates in Orleans Parish Prison (daily)11-1-2013,11/01/2013,2013,Inmates in Orleans Parish Prison (daily),2222
Inmates in Orleans Parish Prison (daily)11-2-2013,11/02/2013,2013,Inmates in Orleans Parish Prison (daily),2228
Inmates in Orleans Parish Prison (daily)11-3-2013,11/03/2013,2013,Inmates in Orleans Parish Prison (daily),2242
Inmates in Orleans Parish Prison (daily)11-4-2013,11/04/2013,2013,Inmates in Orleans Parish Prison (daily),2290
Inmates in Orleans Parish Prison (daily)11-5-2013,11/05/2013,2013,Inmates in Orleans Parish Prison (daily),2308
Inmates in Orleans Parish Prison (daily)11-6-2013,11/06/2013,2013,Inmates in Orleans Parish Prison (daily),2210
Inmates in Orleans Parish Prison (daily)11-7-2013,11/07/2013,2013,Inmates in Orleans Parish Prison (daily),2216
Inmates in Orleans Parish Prison (daily)11-8-2013,11/08/2013,2013,Inmates in Orleans Parish Prison (daily),2212
Inmates in Orleans Parish Prison (daily)11-9-2013,11/09/2013,2013,Inmates in Orleans Parish Prison (daily),2172
Inmates in Orleans Parish Prison (daily)11-10-2013,11/10/2013,2013,Inmates in Orleans Parish Prison (daily),2174
Inmates in Orleans Parish Prison (daily)11-11-2013,11/11/2013,2013,Inmates in Orleans Parish Prison (daily),2187
Inmates in Orleans Parish Prison (daily)11-12-2013,11/12/2013,2013,Inmates in Orleans Parish Prison (daily),2246
Inmates in Orleans Parish Prison (daily)11-13-2013,11/13/2013,2013,Inmates in Orleans Parish Prison (daily),2247
Inmates in Orleans Parish Prison (daily)11-14-2013,11/14/2013,2013,Inmates in Orleans Parish Prison (daily),2259
Inmates in Orleans Parish Prison (daily)11-15-2013,11/15/2013,2013,Inmates in Orleans Parish Prison (daily),2235
Inmates in Orleans Parish Prison (daily)11-16-2013,11/16/2013,2013,Inmates in Orleans Parish Prison (daily),2233
Inmates in Orleans Parish Prison (daily)11-17-2013,11/17/2013,2013,Inmates in Orleans Parish Prison (daily),2203
Inmates in Orleans Parish Prison (daily)11-18-2013,11/18/2013,2013,Inmates in Orleans Parish Prison (daily),2239
Inmates in Orleans Parish Prison (daily)11-19-2013,11/19/2013,2013,Inmates in Orleans Parish Prison (daily),2261
Inmates in Orleans Parish Prison (daily)11-20-2013,11/20/2013,2013,Inmates in Orleans Parish Prison (daily),2274
Inmates in Orleans Parish Prison (daily)11-21-2013,11/21/2013,2013,Inmates in Orleans Parish Prison (daily),2272
Inmates in Orleans Parish Prison (daily)11-22-2013,11/22/2013,2013,Inmates in Orleans Parish Prison (daily),2267
Inmates in Orleans Parish Prison (daily)11-23-2013,11/23/2013,2013,Inmates in Orleans Parish Prison (daily),2237
Inmates in Orleans Parish Prison (daily)11-24-2013,11/24/2013,2013,Inmates in Orleans Parish Prison (daily),2228
Inmates in Orleans Parish Prison (daily)11-25-2013,11/25/2013,2013,Inmates in Orleans Parish Prison (daily),2254
Inmates in Orleans Parish Prison (daily)11-26-2013,11/26/2013,2013,Inmates in Orleans Parish Prison (daily),2218
Inmates in Orleans Parish Prison (daily)11-27-2013,11/27/2013,2013,Inmates in Orleans Parish Prison (daily),2141
Inmates in Orleans Parish Prison (daily)11-28-2013,11/28/2013,2013,Inmates in Orleans Parish Prison (daily),2117
Inmates in Orleans Parish Prison (daily)11-29-2013,11/29/2013,2013,Inmates in Orleans Parish Prison (daily),2168
Inmates in Orleans Parish Prison (daily)11-30-2013,11/30/2013,2013,Inmates in Orleans Parish Prison (daily),2169
Inmates in Orleans Parish Prison (daily)12-1-2013,12/01/2013,2013,Inmates in Orleans Parish Prison (daily),2216
Inmates in Orleans Parish Prison (daily)12-2-2013,12/02/2013,2013,Inmates in Orleans Parish Prison (daily),2260
Inmates in Orleans Parish Prison (daily)12-3-2013,12/03/2013,2013,Inmates in Orleans Parish Prison (daily),2297
Inmates in Orleans Parish Prison (daily)12-4-2013,12/04/2013,2013,Inmates in Orleans Parish Prison (daily),2274
Inmates in Orleans Parish Prison (daily)12-5-2013,12/05/2013,2013,Inmates in Orleans Parish Prison (daily),2276
Inmates in Orleans Parish Prison (daily)12-6-2013,12/06/2013,2013,Inmates in Orleans Parish Prison (daily),2277
Inmates in Orleans Parish Prison (daily)12-7-2013,12/07/2013,2013,Inmates in Orleans Parish Prison (daily),2249
Inmates in Orleans Parish Prison (daily)12-8-2013,12/08/2013,2013,Inmates in Orleans Parish Prison (daily),2222
Inmates in Orleans Parish Prison (daily)12-9-2013,12/09/2013,2013,Inmates in Orleans Parish Prison (daily),2270
Inmates in Orleans Parish Prison (daily)12-10-2013,12/10/2013,2013,Inmates in Orleans Parish Prison (daily),2273
Inmates in Orleans Parish Prison (daily)12-11-2013,12/11/2013,2013,Inmates in Orleans Parish Prison (daily),2208
Inmates in Orleans Parish Prison (daily)12-12-2013,12/12/2013,2013,Inmates in Orleans Parish Prison (daily),2229
Inmates in Orleans Parish Prison (daily)12-13-2013,12/13/2013,2013,Inmates in Orleans Parish Prison (daily),2199
Inmates in Orleans Parish Prison (daily)12-14-2013,12/14/2013,2013,Inmates in Orleans Parish Prison (daily),2167
Inmates in Orleans Parish Prison (daily)12-15-2013,12/15/2013,2013,Inmates in Orleans Parish Prison (daily),2168
Inmates in Orleans Parish Prison (daily)12-16-2013,12/16/2013,2013,Inmates in Orleans Parish Prison (daily),2206
Inmates in Orleans Parish Prison (daily)12-17-2013,12/17/2013,2013,Inmates in Orleans Parish Prison (daily),2232
Inmates in Orleans Parish Prison (daily)12-18-2013,12/18/2013,2013,Inmates in Orleans Parish Prison (daily),2147
Inmates in Orleans Parish Prison (daily)12-19-2013,12/19/2013,2013,Inmates in Orleans Parish Prison (daily),2091
Inmates in Orleans Parish Prison (daily)12-20-2013,12/20/2013,2013,Inmates in Orleans Parish Prison (daily),2082
Inmates in Orleans Parish Prison (daily)12-21-2013,12/21/2013,2013,Inmates in Orleans Parish Prison (daily),2061
Inmates in Orleans Parish Prison (daily)12-22-2013,12/22/2013,2013,Inmates in Orleans Parish Prison (daily),2018
Inmates in Orleans Parish Prison (daily)12-23-2013,12/23/2013,2013,Inmates in Orleans Parish Prison (daily),2037
Inmates in Orleans Parish Prison (daily)12-24-2013,12/24/2013,2013,Inmates in Orleans Parish Prison (daily),2023
Inmates in Orleans Parish Prison (daily)12-25-2013,12/25/2013,2013,Inmates in Orleans Parish Prison (daily),1975
Inmates in Orleans Parish Prison (daily)12-26-2013,12/26/2013,2013,Inmates in Orleans Parish Prison (daily),2036
Inmates in Orleans Parish Prison (daily)12-27-2013,12/27/2013,2013,Inmates in Orleans Parish Prison (daily),2100
Inmates in Orleans Parish Prison (daily)12-28-2013,12/28/2013,2013,Inmates in Orleans Parish Prison (daily),2094
Inmates in Orleans Parish Prison (daily)12-29-2013,12/29/2013,2013,Inmates in Orleans Parish Prison (daily),2087
Inmates in Orleans Parish Prison (daily)12-30-2013,12/30/2013,2013,Inmates in Orleans Parish Prison (daily),2124
Inmates in Orleans Parish Prison (daily)12-31-2013,12/31/2013,2013,Inmates in Orleans Parish Prison (daily),2048
Inmates in Orleans Parish Prison (daily)1-1-2014,01/01/2014,2014,Inmates in Orleans Parish Prison (daily),2047
Inmates in Orleans Parish Prison (daily)1-2-2014,01/02/2014,2014,Inmates in Orleans Parish Prison (daily),2052
Inmates in Orleans Parish Prison (daily)1-3-2014,01/03/2014,2014,Inmates in Orleans Parish Prison (daily),2066
Inmates in Orleans Parish Prison (daily)1-4-2014,01/04/2014,2014,Inmates in Orleans Parish Prison (daily),2034
Inmates in Orleans Parish Prison (daily)1-5-2014,01/05/2014,2014,Inmates in Orleans Parish Prison (daily),2038
Inmates in Orleans Parish Prison (daily)1-6-2014,01/06/2014,2014,Inmates in Orleans Parish Prison (daily),2070
Inmates in Orleans Parish Prison (daily)1-7-2014,01/07/2014,2014,Inmates in Orleans Parish Prison (daily),2069
Inmates in Orleans Parish Prison (daily)1-8-2014,01/08/2014,2014,Inmates in Orleans Parish Prison (daily),2055
Inmates in Orleans Parish Prison (daily)1-9-2014,01/09/2014,2014,Inmates in Orleans Parish Prison (daily),2065
Inmates in Orleans Parish Prison (daily)1-10-2014,01/10/2014,2014,Inmates in Orleans Parish Prison (daily),2076
Inmates in Orleans Parish Prison (daily)1-11-2014,01/11/2014,2014,Inmates in Orleans Parish Prison (daily),2061
Inmates in Orleans Parish Prison (daily)1-12-2014,01/12/2014,2014,Inmates in Orleans Parish Prison (daily),2091
Inmates in Orleans Parish Prison (daily)1-13-2014,01/13/2014,2014,Inmates in Orleans Parish Prison (daily),2124
Inmates in Orleans Parish Prison (daily)1-14-2014,01/14/2014,2014,Inmates in Orleans Parish Prison (daily),2124
Inmates in Orleans Parish Prison (daily)1-15-2014,01/15/2014,2014,Inmates in Orleans Parish Prison (daily),2096
Inmates in Orleans Parish Prison (daily)1-16-2014,01/16/2014,2014,Inmates in Orleans Parish Prison (daily),2085
Inmates in Orleans Parish Prison (daily)1-17-2014,01/17/2014,2014,Inmates in Orleans Parish Prison (daily),2061
Inmates in Orleans Parish Prison (daily)1-18-2014,01/18/2014,2014,Inmates in Orleans Parish Prison (daily),2041
Inmates in Orleans Parish Prison (daily)1-19-2014,01/19/2014,2014,Inmates in Orleans Parish Prison (daily),2040
Inmates in Orleans Parish Prison (daily)1-20-2014,01/20/2014,2014,Inmates in Orleans Parish Prison (daily),2059
Inmates in Orleans Parish Prison (daily)1-21-2014,01/21/2014,2014,Inmates in Orleans Parish Prison (daily),2097
Inmates in Orleans Parish Prison (daily)1-22-2014,01/22/2014,2014,Inmates in Orleans Parish Prison (daily),2062
Inmates in Orleans Parish Prison (daily)1-23-2014,01/23/2014,2014,Inmates in Orleans Parish Prison (daily),2039
Inmates in Orleans Parish Prison (daily)1-24-2014,01/24/2014,2014,Inmates in Orleans Parish Prison (daily),2034
Inmates in Orleans Parish Prison (daily)1-25-2014,01/25/2014,2014,Inmates in Orleans Parish Prison (daily),2005
Inmates in Orleans Parish Prison (daily)1-26-2014,01/26/2014,2014,Inmates in Orleans Parish Prison (daily),2030
Inmates in Orleans Parish Prison (daily)1-27-2014,01/27/2014,2014,Inmates in Orleans Parish Prison (daily),2071
Inmates in Orleans Parish Prison (daily)1-28-2014,01/28/2014,2014,Inmates in Orleans Parish Prison (daily),2018
